"","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Engine","Power","Seats","Price","Make","Gama","kmpl","kmpkg","Price.mod2"
"917","Toyota Fortuner 3.0 Diesel","Delhi",2011,62100,"Diesel","Manual","First",2982,171,7,10.75,"Toyota","Gama alta",11.5,0,1.09276874602498
"918","Nissan Sunny XE P","Coimbatore",2012,50297,"Petrol","Manual","First",1498,97.6,5,4.69,"Nissan","Gama media",16.95,0,0.636413643239441
"919","Maruti Swift VDI","Chennai",2016,35000,"Diesel","Manual","First",1248,74,5,6.25,"Maruti","Gama media",22.9,0,0.708595476756479
"920","Audi A6 2011-2015 35 TDI Technology","Mumbai",2015,42000,"Diesel","Automatic","First",1968,174.33,5,24.25,"Audi","Gama alta",17.68,0,1.32048078238461
"921","Tata Hexa XTA","Coimbatore",2019,14233,"Diesel","Automatic","First",2179,153.86,7,17.85,"Tata","Gama baja",17.6,0,1.13872219395307
"922","Honda City i VTEC VX","Hyderabad",2016,36891,"Petrol","Manual","First",1497,117.3,5,10.49,"Honda","Gama media",17.8,0,0.950568839088987
"923","Toyota Etios Cross 1.4 GD","Ahmedabad",2017,42000,"Diesel","Manual","First",1364,67.04,5,6.25,"Toyota","Gama alta",23.59,0,0.927297078310118
"924","Mercedes-Benz E-Class 2009-2013 E 250 Elegance","Kolkata",2010,50645,"Petrol","Automatic","Second",2497,204,5,10.75,"Mercedes-Benz","Gama alta",10.93,0,1.13105964482322
"925","Honda City i VTEC V","Delhi",2016,17000,"Petrol","Manual","Second",1497,117.3,5,8.25,"Honda","Gama media",17.8,0,0.950568839088987
"926","Volvo V40 D3 R Design","Hyderabad",2015,38000,"Diesel","Automatic","Second",1969,150,5,24,"Volvo","Gama alta",16.8,0,1.24152579357337
"927","Volkswagen Vento Petrol Highline","Mumbai",2011,66000,"Petrol","Manual","First",1598,103.6,5,2.95,"Volkswagen","Gama media",15.04,0,0.613355448444947
"928","Renault KWID RXL","Kochi",2017,24214,"Petrol","Manual","Second",799,53.3,5,3.46,"Renault","Gama media",25.17,0,0.590636509124226
"929","Mercedes-Benz CLA 200 Sport Edition","Delhi",2016,25000,"Petrol","Automatic","First",1991,183,5,26,"Mercedes-Benz","Gama alta",15.04,0,1.40037044708826
"930","BMW 3 Series 320d Prestige","Mumbai",2015,56000,"Diesel","Automatic","First",1995,184,5,22.75,"Bmw","Gama alta",18.88,0,1.34883754885325
"931","Maruti Wagon R VXI BS IV","Pune",2015,25200,"Petrol","Manual","First",998,67.1,5,3.35,"Maruti","Gama media",18.9,0,0.602786667132582
"932","Mahindra XUV500 W8 2WD","Delhi",2012,75000,"Diesel","Manual","Second",2179,140,7,6.25,"Mahindra","Gama alta",15.1,0,1.04210015162031
"933","Hyundai Grand i10 AT Asta","Chennai",2015,15000,"Petrol","Automatic","First",1197,82,5,5.5,"Hyundai","Gama media",18.9,0,0.708120665353071
"934","Chevrolet Beat LT","Pune",2011,48000,"Petrol","Manual","Second",1199,79.4,5,1.8,"Chevrolet","Gama baja",18.6,0,0.356073263111611
"935","Volkswagen Ameo 1.5 TDI Comfortline AT","Jaipur",2017,54455,"Diesel","Automatic","First",1498,108.495,5,6.5,"Volkswagen","Gama media",22,0,0.963977491196201
"936","Maruti Dzire AMT VXI","Chennai",2017,42000,"Petrol","Automatic","First",1197,81.8,5,5.5,"Maruti","Gama media",22,0,0.815628730783707
"937","Hyundai i20 Asta","Kochi",2010,30754,"Petrol","Manual","First",1197,80,5,3.38,"Hyundai","Gama media",17,0,0.423173608247283
"938","Hyundai i20 Asta 1.4 CRDi","Coimbatore",2015,46162,"Diesel","Manual","First",1396,88.73,5,6.98,"Hyundai","Gama media",22.54,0,0.749552890818095
"939","Ford Figo Diesel EXI","Coimbatore",2014,74980,"Diesel","Manual","First",1399,68,5,4.08,"Ford","Gama media",20,0,0.555389730227489
"940","Maruti Baleno Alpha Automatic","Coimbatore",2018,12831,"Petrol","Automatic","First",1197,83.1,5,9.89,"Maruti","Gama media",21.4,0,0.878306196365463
"941","Toyota Corolla Altis 2008-2013 1.8 VL AT","Mumbai",2008,78000,"Petrol","Automatic","Second",1794,138.1,5,3.41,"Toyota","Gama alta",14.53,0,0.817341223043581
"942","Renault Duster 85PS Diesel RxL Optional","Kochi",2013,69140,"Diesel","Manual","First",1461,83.8,5,5.11,"Renault","Gama media",20.46,0,0.610735367091463
"943","Maruti Swift Dzire VDI","Kolkata",2014,45000,"Diesel","Manual","First",1248,74,5,3.85,"Maruti","Gama media",23.4,0,0.599804713801955
"944","BMW 3 Series 320d Corporate Edition","Chennai",2008,89000,"Diesel","Automatic","Second",1995,181,4,6.3,"Bmw","Gama alta",16.07,0,0.959435201193926
"945","Maruti Celerio ZDi","Kolkata",2015,33517,"Diesel","Manual","First",793,47,5,3.1,"Maruti","Gama media",27.62,0,0.415773407806531
"946","Mahindra XUV500 W8 2WD","Kochi",2012,82103,"Diesel","Manual","First",2179,140,7,6.2,"Mahindra","Gama alta",15.1,0,1.04210015162031
"947","Honda BR-V i-VTEC S MT","Bangalore",2016,34004,"Petrol","Manual","First",1497,117.3,7,8.02,"Honda","Gama media",15.4,0,0.950568839088987
"948","Hyundai i10 Sportz","Pune",2014,90000,"Petrol","Manual","Second",1197,78.9,5,2.8,"Hyundai","Gama media",20.36,0,0.63348263519528
"949","Hyundai Elantra 2.0 SX Option AT","Bangalore",2014,46374,"Petrol","Automatic","First",1999,149.92,5,8.85,"Hyundai","Gama media",14.62,0,0.970660653038598
"950","Ford Ecosport 1.5 DV5 MT Titanium","Jaipur",2014,60000,"Diesel","Manual","First",1498,89.84,5,5.75,"Ford","Gama media",22.7,0,0.701687732400544
"951","Nissan Micra Active XV S","Delhi",2015,28500,"Petrol","Manual","First",1198,67.04,5,3.5,"Nissan","Gama media",19.49,0,0.602316772028929
"952","Volkswagen Polo Petrol Trendline 1.2L","Mumbai",2012,41000,"Petrol","Manual","First",1198,73.9,5,3.1,"Volkswagen","Gama media",16.47,0,0.490303654086044
"953","Maruti Swift Dzire VDI","Jaipur",2014,61000,"Diesel","Manual","First",1248,74,5,5.35,"Maruti","Gama media",23.4,0,0.599804713801955
"954","Ford Figo Aspire 1.5 Ti-VCT Titanium","Mumbai",2015,28843,"Petrol","Automatic","First",1499,110.5,5,5.49,"Ford","Gama media",17.01,0,0.864805071120507
"955","Toyota Fortuner 3.0 Diesel","Pune",2011,146300,"Diesel","Manual","First",2982,171,7,12.25,"Toyota","Gama alta",11.5,0,1.09276874602498
"956","Ford Figo Diesel Titanium","Hyderabad",2012,71558,"Diesel","Manual","First",1399,68.05,5,3.3,"Ford","Gama media",20,0,0.446985049153635
"957","Maruti Alto 800 LXI","Hyderabad",2014,58500,"Petrol","Manual","First",796,47.3,5,2.75,"Maruti","Gama media",22.74,0,0.36472012270507
"958","Toyota Innova 2.5 G (Diesel) 8 Seater","Jaipur",2013,250000,"Diesel","Manual","Second",2494,100.6,8,7.9,"Toyota","Gama alta",12.99,0,0.922900823163724
"959","Toyota Camry 2.5 G","Mumbai",2014,68400,"Petrol","Automatic","First",2494,178.4,5,13.5,"Toyota","Gama alta",12.98,0,1.27820753902756
"960","Hyundai Verna 1.6 SX","Jaipur",2012,65900,"Diesel","Manual","First",1582,126.32,5,5.75,"Hyundai","Gama media",22.32,0,0.771900796536883
"961","Fiat Linea Emotion","Jaipur",2011,48500,"Petrol","Manual","First",1368,90,5,2.5,"Fiat","Gama baja",16,0,0.421894825878019
"962","Hyundai i20 1.2 Magna","Kolkata",2010,45000,"Petrol","Manual","First",1197,80,5,1.9,"Hyundai","Gama media",18.5,0,0.423173608247283
"963","Chevrolet Sail 1.2 LS","Mumbai",2014,10000,"Petrol","Manual","First",1199,82.4,5,5.5,"Chevrolet","Gama baja",18.2,0,0.538739923485021
"964","Mercedes-Benz E-Class 280 CDI","Chennai",2007,75000,"Diesel","Automatic","First",2987,198.5,5,11,"Mercedes-Benz","Gama alta",11,0,0.953517555584912
"965","Audi TT 40 TFSI","Kolkata",2012,7000,"Petrol","Automatic","First",1984,226.6,4,35,"Audi","Gama alta",14.33,0,1.29503802093921
"966","Mercedes-Benz New C-Class C 200 CGI Avantgarde","Kochi",2014,56778,"Petrol","Automatic","First",1796,186,5,15.46,"Mercedes-Benz","Gama alta",11.74,0,1.30012075646668
"967","Ford Ecosport 1.5 DV5 MT Titanium Optional","Mumbai",2014,59000,"Diesel","Manual","First",1498,89.84,5,6.5,"Ford","Gama media",22.7,0,0.701687732400544
"968","Renault KWID RXT Optional","Mumbai",2016,16000,"Petrol","Manual","First",799,53.3,5,2.99,"Renault","Gama media",25.17,0,0.536241127646964
"969","Ford Figo Diesel Titanium","Coimbatore",2013,44731,"Diesel","Manual","Second",1399,68,5,4.34,"Ford","Gama media",20,0,0.500994348750228
"970","BMW 3 Series 320d Prestige","Pune",2013,71000,"Diesel","Automatic","First",1995,184,5,15,"Bmw","Gama alta",18.88,0,1.24004678589873
"971","Hyundai i20 Era 1.4 CRDi","Kochi",2014,46566,"Diesel","Manual","First",1396,88.76,5,4.4,"Hyundai","Gama media",22.54,0,0.695335073501069
"972","Hyundai Grand i10 1.2 Kappa Asta","Delhi",2018,10000,"Petrol","Manual","First",1197,81.86,5,6.5,"Hyundai","Gama media",18.9,0,0.870409250522146
"973","Hyundai Creta 1.6 SX Plus Dual Tone Petrol","Coimbatore",2017,15731,"Petrol","Manual","First",1591,121.3,5,12.49,"Hyundai","Gama media",15.29,0,1.02257741725735
"974","Maruti Ritz VDi","Kolkata",2012,97000,"Diesel","Manual","First",1248,73.94,5,3,"Maruti","Gama media",23.2,0,0.490587888062137
"975","Maruti Swift Dzire LDI","Chennai",2016,91000,"Diesel","Manual","First",1248,74,5,4.5,"Maruti","Gama media",26.59,0,0.708595476756479
"976","Maruti Ertiga ZDI Plus","Hyderabad",2016,42000,"Diesel","Manual","First",1248,88.5,7,9.9,"Maruti","Gama media",25.47,0,0.802584949222828
"977","Hyundai Xcent 1.2 Kappa AT SX Option","Chennai",2015,59800,"Petrol","Automatic","First",1197,82,5,5.8,"Hyundai","Gama media",16.9,0,0.708120665353071
"978","Volkswagen Polo Diesel Comfortline 1.2L","Delhi",2014,62000,"Diesel","Manual","Second",1199,73.9,5,4.25,"Volkswagen","Gama media",22.07,0,0.599094417040568
"979","Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Coimbatore",2018,10714,"Diesel","Automatic","First",2143,167.62,5,39.51,"Mercedes-Benz","Gama alta",19.27,0,1.46305001535991
"980","Maruti Alto K10 VXI","Kolkata",2018,2100,"Petrol","Manual","First",998,67.1,5,3.6,"Maruti","Gama media",24.07,0,0.765972811564368
"981","Skoda Superb L&K 1.8 TSI AT","Kochi",2019,13747,"Petrol","Automatic","First",1798,177.46,5,27.3,"Skoda","Gama media",14.67,0,1.33121993730921
"982","Nissan Micra XL","Kolkata",2013,45000,"Petrol","Manual","First",1198,75,5,1.75,"Nissan","Gama media",18.44,0,0.55245996671011
"983","Toyota Innova 2.5 GX (Diesel) 7 Seater","Hyderabad",2009,147000,"Diesel","Manual","First",2494,100.6,7,7.5,"Toyota","Gama alta",12.99,0,0.705319297254676
"984","Hyundai i20 Active 1.4 SX","Hyderabad",2016,62679,"Diesel","Manual","First",1396,88.73,5,6.95,"Hyundai","Gama media",21.19,0,0.803948272295357
"985","Nissan X-Trail SLX MT","Pune",2010,128000,"Diesel","Manual","Second",1995,147.6,5,6.2,"Nissan","Gama media",14.42,0,0.744887153141802
"986","Audi Q5 30 TDI quattro Premium","Coimbatore",2017,40318,"Diesel","Automatic","First",1968,174.3,5,43.74,"Audi","Gama alta",14.16,0,1.4291811461693
"987","Hyundai Grand i10 Sportz","Mumbai",2016,10770,"Petrol","Manual","First",1197,82,5,4.75,"Hyundai","Gama media",18.9,0,0.762516046830334
"988","Hyundai i20 Sportz 1.2","Kolkata",2013,40300,"Petrol","Manual","First",1197,82.85,5,2.8,"Hyundai","Gama media",18.5,0,0.604746689484239
"989","Maruti Alto K10 VXI","Pune",2014,17000,"Petrol","Manual","First",998,67.1,5,2.1,"Maruti","Gama media",24.07,0,0.54839128565532
"990","Ford Endeavour 3.0L 4X4 AT","Chennai",2011,100000,"Diesel","Automatic","First",2953,153.86,7,8.5,"Ford","Gama media",11.4,0,0.82110053859153
"991","Volkswagen Jetta 2012-2014 2.0L TDI Comfortline","Mumbai",2012,78000,"Diesel","Manual","First",1968,138.1,5,6.5,"Volkswagen","Gama media",19.33,0,0.818733205625964
"992","Maruti Swift Dzire ZDI","Kochi",2015,35082,"Diesel","Manual","First",1248,74,5,6.61,"Maruti","Gama media",23.4,0,0.654200095279217
"993","Mahindra Xylo D2 Maxx","Chennai",2016,150000,"Diesel","Manual","First",2489,93.7,9,4.5,"Mahindra","Gama alta",14.95,0,1.04876479675478
"994","Maruti Wagon R LXI CNG","Mumbai",2010,72000,"CNG","Manual","First",998,58.16,5,1.75,"Maruti","Gama media",0,26.6,0.255704197121348
"995","Honda City 1.5 S MT","Hyderabad",2011,71556,"Petrol","Manual","First",1497,118,5,5.5,"Honda","Gama media",17,0,0.681717185822536
"996","Ford Endeavour 4x2 XLT Limited Edition","Pune",2009,180000,"Diesel","Manual","First",2499,143,7,7.5,"Ford","Gama media",10.9,0,0.67386122821214
"997","Mahindra Thar CRDe","Jaipur",2016,19000,"Diesel","Manual","First",2498,105,6,9.25,"Mahindra","Gama alta",16.55,0,1.10857253354334
"998","Honda Amaze S Petrol","Jaipur",2014,69000,"Petrol","Manual","First",1199,88.76,5,4.5,"Honda","Gama media",19.5,0,0.695335073501069
"999","Skoda Rapid 1.6 MPI AT Elegance Plus","Mumbai",2015,54000,"Petrol","Automatic","First",1598,103.52,5,6.11,"Skoda","Gama media",14.3,0,0.830531208111335
"1000","Mahindra XUV500 W6 2WD","Kolkata",2014,55000,"Diesel","Manual","First",2179,140,7,8.5,"Mahindra","Gama alta",16,0,1.15089091457483
"1001","Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury","Mumbai",2015,48600,"Diesel","Automatic","First",2987,224,7,48.5,"Mercedes-Benz","Gama alta",12,0,1.4521624586171
"1002","Maruti Ciaz ZDi Plus SHVS","Ahmedabad",2015,52324,"Diesel","Manual","First",1248,88.5,5,6.25,"Maruti","Gama media",28.09,0,0.748189567745566
"1003","Hyundai Santa Fe 4WD AT","Chennai",2014,110000,"Diesel","Automatic","First",2199,194.3,7,14.4,"Hyundai","Gama media",13.01,0,1.10686251327749
"1004","BMW 3 Series 320d Sport Line","Kolkata",2013,21983,"Diesel","Automatic","First",1995,184,5,16.5,"Bmw","Gama alta",18.88,0,1.24004678589873
"1005","Honda Amaze S i-Dtech","Kochi",2015,60334,"Diesel","Manual","First",1498,98.6,5,5.43,"Honda","Gama media",25.8,0,0.804954210948235
"1006","Ford Ecosport 1.5 DV5 MT Titanium","Kochi",2016,31826,"Diesel","Manual","First",1498,89.84,5,8.24,"Ford","Gama media",22.7,0,0.810478495355068
"1007","Land Rover Freelander 2 SE","Kochi",2014,59885,"Diesel","Automatic","First",2179,147.51,5,20.11,"Land Rover","Gama alta",12.39,0,1.17833784153501
"1008","Hyundai Creta 1.6 CRDi SX Option","Mumbai",2015,47250,"Diesel","Manual","Second",1582,126.2,5,11,"Hyundai","Gama media",19.67,0,0.934587719285277
"1009","Hyundai EON D Lite Plus Option","Kolkata",2017,60000,"Petrol","Manual","First",814,55.2,5,2.5,"Hyundai","Gama media",21.1,0,0.609034745895967
"1010","Honda Mobilio S i VTEC","Kochi",2018,35442,"Petrol","Manual","First",1497,117.3,7,7.32,"Honda","Gama media",17.3,0,1.05935960204351
"1011","Volkswagen Jetta 2013-2015 2.0L TDI Highline AT","Pune",2013,58000,"Diesel","Automatic","Second",1968,138.03,5,7.5,"Volkswagen","Gama media",16.96,0,0.872862274083722
"1012","Maruti Wagon R LX BSII","Chennai",2006,40000,"Petrol","Manual","First",998,67.1,5,2,"Maruti","Gama media",18.9,0,0.113228233837224
"1013","Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency","Delhi",2011,67612,"Diesel","Automatic","Second",2143,203,5,11.5,"Mercedes-Benz","Gama alta",14.21,0,1.18287386938653
"1014","Toyota Innova 2.5 G (Diesel) 8 Seater BS IV","Kolkata",2011,70000,"Diesel","Manual","First",2494,102,8,6,"Toyota","Gama alta",12.8,0,0.821369505718418
"1015","Maruti Wagon R LX BSII","Delhi",2006,86000,"Petrol","Manual","Second",998,67.1,5,1,"Maruti","Gama media",18.9,0,0.113228233837224
"1016","Volkswagen Ameo 1.2 MPI Trendline","Kochi",2018,46007,"Petrol","Manual","First",1198,73.75,5,5.71,"Volkswagen","Gama media",17,0,0.815608693598361
"1017","Hyundai i10 Magna 1.1","Kochi",2015,31965,"Petrol","Manual","First",1086,68.05,5,3.55,"Hyundai","Gama media",19.81,0,0.610171193585421
"1018","Maruti Ritz VDi","Hyderabad",2010,79894,"Diesel","Manual","First",1248,73.9,5,3.4,"Maruti","Gama media",21.1,0,0.38151289113152
"1019","Skoda Rapid 1.6 TDI Ambition","Bangalore",2012,72000,"Diesel","Manual","First",1598,103.5,5,4.6,"Skoda","Gama media",20.5,0,0.667243573122764
"1020","Hyundai i10 Sportz 1.1L","Kolkata",2016,7200,"Petrol","Manual","First",1086,68.05,5,3.59,"Hyundai","Gama media",19.81,0,0.664566575062683
"1021","Renault Captur 1.5 Diesel RXL","Coimbatore",2019,24950,"Diesel","Manual","First",1461,108.45,5,13.37,"Renault","Gama media",20.37,0,1.07255034733366
"1022","Maruti Baleno Zeta 1.2","Delhi",2017,10300,"Petrol","Manual","First",1197,83.1,5,6.75,"Maruti","Gama media",21.4,0,0.823910814888201
"1023","Hyundai Verna VTVT 1.6 AT EX","Pune",2013,37086,"Petrol","Automatic","First",1591,121.3,5,5.44,"Hyundai","Gama media",17,0,0.8049958913483
"1024","Hyundai Verna VTVT 1.6 AT SX Option","Mumbai",2018,8000,"Petrol","Automatic","First",1591,121.3,5,12.85,"Hyundai","Gama media",17,0,1.07697279873461
"1025","Ford Ecosport 1.5 DV5 MT Ambiente","Kochi",2014,147898,"Diesel","Manual","First",1498,89.84,5,4.42,"Ford","Gama media",22.7,0,0.701687732400544
"1026","Mini Clubman Cooper S","Pune",2017,8350,"Petrol","Manual","First",1998,192,5,35,"Mini","Gama alta",13.8,0,1.47998336107584
"1027","Maruti Swift VXI","Coimbatore",2013,61110,"Petrol","Manual","First",1197,85.8,5,4.57,"Maruti","Gama media",18.6,0,0.623124252118113
"1028","Land Rover Range Rover Sport HSE","Kochi",2015,38467,"Diesel","Automatic","First",2993,255,5,70.66,"Land Rover","Gama alta",12.65,0,1.52024591022659
"1029","Mahindra Scorpio VLX 4WD","Bangalore",2007,81000,"Diesel","Manual","Third",2179,120,8,4.35,"Mahindra","Gama alta",12.05,0,0.689153383738212
"1030","Maruti Celerio VXI AT","Hyderabad",2014,44600,"Petrol","Automatic","First",998,67.04,5,4.55,"Maruti","Gama media",23.1,0,0.547921390551667
"1031","Maruti Ritz LXi","Mumbai",2016,11000,"Petrol","Manual","First",1197,85.8,5,3.95,"Maruti","Gama media",18.5,0,0.786310396549899
"1032","Volkswagen Polo Petrol Comfortline 1.2L","Kolkata",2013,38000,"Petrol","Manual","First",1198,73.9,5,2.8,"Volkswagen","Gama media",16.47,0,0.544699035563306
"1033","Maruti Wagon R LXI BS IV","Pune",2010,91000,"Petrol","Manual","First",998,67.1,5,2.3,"Maruti","Gama media",18.9,0,0.330809759746272
"1034","Honda Amaze SX i-DTEC","Kochi",2016,51806,"Diesel","Manual","First",1498,98.6,5,5.4,"Honda","Gama media",25.8,0,0.859349592425497
"1035","Ford EcoSport 1.5 TDCi Titanium","Chennai",2015,80000,"Diesel","Manual","First",1498,98.59,5,7,"Ford","Gama media",22.77,0,0.804900935997634
"1036","Tata Indica Vista Aqua 1.3 Quadrajet","Hyderabad",2014,133944,"Diesel","Manual","Second",1248,75,5,3.5,"Tata","Gama baja",18,0,0.489313951730813
"1037","Toyota Corolla Altis Diesel D4DJ","Delhi",2011,89401,"Diesel","Manual","First",1364,87.2,5,4.5,"Toyota","Gama alta",21.43,0,0.739024606806484
"1038","Maruti Swift VDI","Jaipur",2015,63310,"Diesel","Manual","First",1248,74,5,5.1,"Maruti","Gama media",28.4,0,0.654200095279217
"1039","Mahindra Xylo D4","Hyderabad",2016,105545,"Diesel","Manual","First",2498,112,7,5.3,"Mahindra","Gama alta",14,0,1.1424723195123
"1040","Volkswagen Vento 1.6 Highline","Coimbatore",2014,55431,"Petrol","Manual","Second",1598,103.5,5,6.98,"Volkswagen","Gama media",16.09,0,0.776034336077288
"1041","Honda Amaze S i-Dtech","Kolkata",2013,50000,"Diesel","Manual","First",1498,98.6,5,3.25,"Honda","Gama media",25.8,0,0.696163447993711
"1042","Honda Civic 2006-2010 1.8 S MT","Mumbai",2008,87000,"Petrol","Manual","First",1799,130,5,2.35,"Honda","Gama media",13.5,0,0.569402804708514
"1043","Volkswagen Polo 1.0 MPI Trendline","Hyderabad",2019,1000,"Petrol","Manual","First",999,75,5,5.68,"Volkswagen","Gama media",18.78,0,0.878832255573682
"1044","Hyundai i20 1.2 Asta","Delhi",2017,9000,"Petrol","Manual","First",1197,81.83,5,6.85,"Hyundai","Gama media",18.6,0,0.815821335213538
"1045","Tata Xenon XT EX 4X2","Pune",2014,85000,"Diesel","Manual","First",2179,138.03,5,3.5,"Tata","Gama baja",13.49,0,0.809716259104425
"1046","Honda Amaze SX i-DTEC","Kolkata",2014,36000,"Diesel","Manual","First",1498,98.6,5,3.25,"Honda","Gama media",25.8,0,0.750558829470972
"1047","Maruti Ritz VDi","Hyderabad",2010,75014,"Diesel","Manual","First",1248,73.9,5,3.85,"Maruti","Gama media",21.1,0,0.38151289113152
"1048","Toyota Corolla Altis G","Delhi",2013,64000,"Petrol","Manual","Second",1798,138.1,5,5.2,"Toyota","Gama alta",14.53,0,1.08931813042989
"1049","Mercedes-Benz E-Class E350 CDI","Delhi",2014,68000,"Diesel","Automatic","First",2987,261.5,5,27.5,"Mercedes-Benz","Gama alta",13,0,1.4790718208953
"1050","Maruti Alto 800 LXI","Kolkata",2013,56840,"Petrol","Manual","First",796,47.3,5,1.55,"Maruti","Gama media",22.74,0,0.310324741227808
"1051","Mahindra Logan Petrol 1.4 GLE","Mumbai",2010,93000,"Petrol","Manual","First",1390,75,5,1.5,"Mahindra","Gama alta",15.7,0,0.605463365604989
"1052","Maruti A-Star Vxi","Pune",2010,67000,"Petrol","Manual","First",998,66.1,5,2,"Maruti","Gama media",19,0,0.32292275908905
"1053","Audi Q5 30 TDI quattro Premium Plus","Coimbatore",2015,42747,"Diesel","Automatic","Second",1968,174.3,5,39.47,"Audi","Gama alta",14.16,0,1.32039038321477
"1054","Volkswagen Polo GT TSI","Mumbai",2015,57022,"Petrol","Automatic","First",1197,103.6,5,6.51,"Volkswagen","Gama media",17.21,0,0.830936974353995
"1055","Toyota Etios VD","Chennai",2012,48000,"Diesel","Manual","First",1364,67.05,5,5.25,"Toyota","Gama alta",23.59,0,0.655398515972056
"1056","Mahindra XUV500 W6 2WD","Kochi",2017,41290,"Diesel","Manual","Second",2179,140,7,10.94,"Mahindra","Gama alta",16,0,1.31407705900662
